flow_info: forward_iat_total, backward_iat_std, backward_iat_max, total_fhlen, total_bhlen, backward_iat_min, forward_iat_min, fpkts_per_second, flow_iat_min, forward_packet_length_mean, forward_iat_std, flow_iat_total, flow_syn, flow_fin, forward_iat_max, flow_iat_max, forward_packet_length_min, total_backward_packets, flow_iat_mean, flow_ece, flow_protocol, flow_iat_std, bpkts_per_second, backward_packet_length_mean, backward_iat_mean, total_length_of_forward_packets, flow_cwr, flow_packets_per_second, forward_iat_mean, flow_urg, total_length_of_backward_packets, flow_rst, total_forward_packets, forward_packet_length_max, flow_ack, forward_packet_length_std, backward_iat_total, backward_packet_length_max, flow_psh, backward_packet_length_std, backward_packet_length_min: serial: start_time, end_time: attack_label: infection_label: reconnaissance_label: attack_labeled: infection_labeled: reconnaissance_labeled: benign_probability: attack_probability: infection_probability: reconnaissance_probability
127.0.0.3/80-127.0.0.4/3167: 0.03876805305480957, -1, -1, 0, 1350, 99999, 1.9788742065429688e-05, 50.0, 1.9788742065429688e-05, 1444.56, 0.0, 0.03876805305480957, 0, 0, 0.0012965202331542969, 0.0012965202331542969, 1018, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 72228, 0, 50.0, 0.0, 0, 0, 0, 50, 1514, 50, 165.83, 0, -1, 8, -1, -1: 13: 1674496523.4, 1674496524.4: 0: 0: 0: 0: 0: 0: 0.4753668864169084: 0.17487770452738807: 0.17487770452738807: 0.1748777045283154
127.0.0.1/9020-127.0.0.2/9784: 30.375396490097046, 0.06, 0.12317562103271484, 756, 9909, 1.5735626220703125e-05, 1.7642974853515625e-05, 367.0, 1.7642974853515625e-05, 1411.2425068119892, 0.06, 34.46666669845581, 0, 0, 0.20742011070251465, 0.20767736434936523, 96, 28, 0.09, 0, 6, 0.06, 28.0, 66.0, 0.06, 517926, 0, 395.0, 0.08, 0, 1848, 0, 367, 1458, 395, 231.67, 1.7252213954925537, 66, 15, 0.0, 66: 14: 1674496523.5, 1674496524.5: 0: 0: 0: 0: 0: 0: 0.4753668316265928: 0.17487772395849951: 0.17487771374329109: 0.1748777306716166
127.0.0.3/80-127.0.0.4/3167: 0.037798404693603516, -1, -1, 0, 1323, 99999, 1.5735626220703125e-05, 49.0, 1.5735626220703125e-05, 1443.142857142857, 0.0, 0.037798404693603516, 0, 0, 0.0012767314910888672, 0.0012767314910888672, 1018, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 70714, 0, 49.0, 0.0, 0, 0, 0, 49, 1514, 49, 167.21, 0, -1, 8, -1, -1: 15: 1674496523.5, 1674496524.5: 0: 0: 0: 0: 0: 0: 0.47536688641707836: 0.17487770452736123: 0.17487770452736123: 0.17487770452819915
127.0.0.1/9020-127.0.0.2/9784: 30.36893916130066, 0.06, 0.12315988540649414, 729, 9882, 1.5497207641601562e-05, 1.71661376953125e-05, 366.0, 1.71661376953125e-05, 1411.1256830601094, 0.06, 34.37523126602173, 0, 0, 0.20740246772766113, 0.20765972137451172, 96, 27, 0.09, 0, 6, 0.06, 27.0, 66.0, 0.06, 516472, 0, 393.0, 0.08, 0, 1782, 0, 366, 1458, 393, 231.97, 1.7247965335845947, 66, 15, 0.0, 66: 16: 1674496523.5, 1674496524.5: 0: 0: 0: 0: 0: 0: 0.47536682760093624: 0.17487772559967144: 0.17487771437692984: 0.17487773242246252
127.0.0.3/80-127.0.0.4/3167: 0.037043094635009766, -1, -1, 0, 1296, 99999, 3.24249267578125e-05, 48.0, 3.24249267578125e-05, 1441.6666666666667, 0.0, 0.037043094635009766, 0, 0, 0.001260995864868164, 0.001260995864868164, 1018, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 69200, 0, 48.0, 0.0, 0, 0, 0, 48, 1514, 48, 168.63, 0, -1, 8, -1, -1: 17: 1674496523.5, 1674496524.5: 0: 0: 0: 0: 0: 0: 0.4753668864172325: 0.17487770452733686: 0.17487770452733686: 0.17487770452809373
127.0.0.1/9020-127.0.0.2/9784: 30.36267352104187, 0.06, 0.12314438819885254, 702, 9855, 5.602836608886719e-05, 1.8358230590820312e-05, 365.0, 1.8358230590820312e-05, 1411.0082191780823, 0.06, 34.284019470214844, 0, 0, 0.20738530158996582, 0.2076425552368164, 96, 26, 0.09, 0, 6, 0.06, 26.0, 66.0, 0.07, 515018, 0, 391.0, 0.08, 0, 1716, 0, 365, 1458, 391, 232.28, 1.724393606185913, 66, 15, 0.0, 66: 18: 1674496523.6, 1674496524.6: 0: 0: 0: 0: 0: 0: 0.47536682494567184: 0.17487772676591773: 0.17487771477611777: 0.17487773351229263
127.0.0.3/80-127.0.0.4/3167: 0.03551912307739258, -1, -1, 0, 1269, 99999, 1.811981201171875e-05, 47.0, 1.811981201171875e-05, 1443.4468085106382, 0.0, 0.03551912307739258, 0, 0, 0.0012285709381103516, 0.0012285709381103516, 1018, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 67842, 0, 47.0, 0.0, 0, 0, 0, 47, 1514, 47, 169.97, 0, -1, 7, -1, -1: 19: 1674496523.6, 1674496524.6: 0: 0: 0: 0: 0: 0: 0.4753668864174575: 0.17487770452730128: 0.17487770452730128: 0.17487770452793983
127.0.0.1/9020-127.0.0.2/9784: 30.35599112510681, 0.06, 0.12308835983276367, 675, 9828, 1.7881393432617188e-05, 2.0265579223632812e-05, 364.0, 2.0265579223632812e-05, 1410.89010989011, 0.06, 34.19237995147705, 0, 0, 0.207366943359375, 0.20762419700622559, 96, 25, 0.09, 0, 6, 0.06, 25.0, 66.0, 0.07, 513564, 0, 389.0, 0.08, 0, 1650, 0, 364, 1458, 389, 232.59, 1.7229928970336914, 66, 15, 0.0, 66: 20: 1674496523.6, 1674496524.6: 0: 0: 0: 0: 0: 0: 0.47536682046265655: 0.17487772861952927: 0.17487771548005027: 0.17487773543776391
127.0.0.3/80-127.0.0.4/3167: 0.034685611724853516, -1, -1, 0, 1242, 99999, 4.8160552978515625e-05, 46.0, 4.8160552978515625e-05, 1441.9130434782608, 0.0, 0.034685611724853516, 0, 0, 0.0012104511260986328, 0.0012104511260986328, 1018, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 66328, 0, 46.0, 0.0, 0, 0, 0, 46, 1514, 46, 171.48, 0, -1, 7, -1, -1: 21: 1674496523.6, 1674496524.6: 0: 0: 0: 0: 0: 0: 0.4753668864175765: 0.1748777045272825: 0.1748777045272825: 0.17487770452785842
127.0.0.1/9020-127.0.0.2/9784: 68.21304297447205, 0.18, 0.42093968391418457, 1296, 11826, 1.6927719116210938e-05, 1.8835067749023438e-05, 438.0, 1.8835067749023438e-05, 1344.7397260273972, 0.17, 84.07188320159912, 0, 0, 0.506943941116333, 0.506943941116333, 96, 48, 0.17, 0, 6, 0.18, 48.0, 66.0, 0.25, 588996, 0, 486.0, 0.16, 0, 3168, 0, 438, 1458, 486, 361.04, 11.801234483718872, 66, 41, 0.0, 66: 22: 1674496523.6, 1674496524.6: 0: 0: 0: 0: 0: 0: 0.475366886416934: 0.17487770452748305: 0.17487770452747078: 0.17487770452811216
127.0.0.3/80-127.0.0.4/3167: 6.554564476013184, -1, -1, 0, 1809, 99999, 0.00027942657470703125, 67.0, 0.00027942657470703125, 1382.5074626865671, 0.14, 6.554564476013184, 0, 1, 0.2968595027923584, 0.2968595027923584, 66, 0, 0.1, 0, 6, 0.14, 0.0, 0, -1, 92628, 0, 67.0, 0.1, 0, 0, 0, 67, 1514, 67, 322.58, 0, -1, 12, -1, -1: 23: 1674496523.6, 1674496524.6: 0: 0: 0: 0: 0: 0: 0.47536681918409496: 0.17487771515219752: 0.17487771515219722: 0.17487775051151036
127.0.0.8/5752-127.0.0.1/23: 0, -1, -1, 0, 24, 99999, 99999, 1.0, 99999, 54.0, 0.0, 0, 0, 0, -1, -1, 54, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 54, 0, 1.0, 0.0, 0, 0, 0, 1, 54, 1, 0.0, 0, -1, 0, -1, -1: 24: 1674496523.6, 1674496524.6: 0: 1: 0: 0: 0: 0: 0.16989770883986224: 0.2013776135174742: 0.4592520155381222: 0.16947266210454123
127.0.0.8/5753-127.0.0.1/23: 0.008174896240234375, -1, -1, 0, 216, 99999, 5.269050598144531e-05, 9.0, 5.269050598144531e-05, 57.111111111111114, 0.0, 0.008174896240234375, 0, 0, 0.002142190933227539, 0.002142190933227539, 54, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 514, 0, 9.0, 0.0, 0, 0, 0, 9, 61, 9, 2.85, 0, -1, 5, -1, -1: 25: 1674496523.6, 1674496524.6: 0: 1: 0: 0: 0: 0: 0.17470466407507737: 0.17580714157514127: 0.4748009853519169: 0.17468720899786447
127.0.0.5/5353-127.0.0.6/5353: 7.987022399902344e-05, -1, -1, 0, 81, 99999, 1.621246337890625e-05, 3.0, 1.621246337890625e-05, 119.0, 0.0, 7.987022399902344e-05, 0, 0, 6.365776062011719e-05, 6.365776062011719e-05, 119, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 357, 0, 3.0, 0.0, 0, 0, 0, 3, 119, 0, 0.0, 0, -1, 0, -1, -1: 26: 1674496523.6, 1674496524.6: 0: 0: 0: 0: 0: 0: 0.17490213300271634: 0.475331170600168: 0.17488334819847592: 0.17488334819863968
127.0.0.49/2887-127.0.0.1/554: 0, -1, -1, 0, 24, 99999, 99999, 1.0, 99999, 54.0, 0.0, 0, 0, 0, -1, -1, 54, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 54, 0, 1.0, 0.0, 0, 0, 1, 1, 54, 0, 0.0, 0, -1, 0, -1, -1: 27: 1674496523.6, 1674496524.6: 0: 0: 1: 0: 0: 0: 0.17486639294388617: 0.1748883763449743: 0.17491226493794035: 0.47533296577319933
127.0.0.49/2887-127.0.0.1/25: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 28: 1674496523.6, 1674496524.6: 0: 0: 1: 0: 0: 0: 0.13522897791037727: 0.13837874661578875: 0.3588024974081256: 0.3675897780657085
127.0.0.49/2887-127.0.0.1/0: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 29: 1674496523.6, 1674496524.6: 0: 0: 1: 0: 0: 0: 0.13522897791037727: 0.13837874661578875: 0.3588024974081256: 0.3675897780657085
127.0.0.1/9020-127.0.0.2/9784: 68.20481204986572, 0.18, 0.42092275619506836, 1269, 11799, 1.5735626220703125e-05, 1.9073486328125e-05, 437.0, 1.9073486328125e-05, 1344.4897025171624, 0.17, 83.97823357582092, 0, 0, 0.506925106048584, 0.506925106048584, 96, 47, 0.17, 0, 6, 0.18, 47.0, 66.0, 0.25, 587542, 0, 484.0, 0.16, 0, 3102, 0, 437, 1458, 484, 361.42, 11.80043888092041, 66, 41, 0.0, 66: 30: 1674496523.7, 1674496524.7: 0: 0: 0: 0: 0: 0: 0.47536688641678077: 0.17487770452751902: 0.1748777045275012: 0.17487770452819906
127.0.0.3/80-127.0.0.4/3167: 6.5361223220825195, -1, -1, 0, 1782, 99999, 3.218650817871094e-05, 66.0, 3.218650817871094e-05, 1385.6666666666667, 0.14, 6.5361223220825195, 0, 1, 0.29658007621765137, 0.29658007621765137, 66, 0, 0.1, 0, 6, 0.14, 0.0, 0, -1, 91454, 0, 66.0, 0.1, 0, 0, 0, 66, 1514, 66, 323.98, 0, -1, 11, -1, -1: 31: 1674496523.7, 1674496524.7: 0: 0: 0: 0: 0: 0: 0.475366826164007: 0.17487771404916128: 0.17487771404916108: 0.17487774573767065
127.0.0.5/5353-127.0.0.6/5353: 4.744529724121094e-05, -1, -1, 0, 54, 99999, 4.744529724121094e-05, 2.0, 4.744529724121094e-05, 119.0, 0.0, 4.744529724121094e-05, 0, 0, 4.744529724121094e-05, 4.744529724121094e-05, 119, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 238, 0, 2.0, 0.0, 0, 0, 0, 2, 119, 0, 0.0, 0, -1, 0, -1, -1: 32: 1674496523.7, 1674496524.7: 0: 0: 0: 0: 0: 0: 0.1749040309820568: 0.4753283957701071: 0.1748837866238441: 0.17488378662399193
127.0.0.1/9020-127.0.0.2/9784: 68.19649600982666, 0.17, 0.42090702056884766, 1242, 11772, 1.5497207641601562e-05, 1.9311904907226562e-05, 436.0, 1.9311904907226562e-05, 1344.2385321100917, 0.17, 83.88450860977173, 0, 0, 0.5069060325622559, 0.5069060325622559, 96, 46, 0.17, 0, 6, 0.18, 46.0, 66.0, 0.26, 586088, 0, 482.0, 0.16, 0, 3036, 0, 436, 1458, 482, 361.8, 11.799715042114258, 66, 41, 0.0, 66: 33: 1674496523.8, 1674496524.8: 0: 0: 0: 0: 0: 0: 0.47536688641661307: 0.17487770452755758: 0.17487770452753426: 0.17487770452829515
127.0.0.3/80-127.0.0.4/3167: 6.534030199050903, -1, -1, 0, 1755, 99999, 1.9311904907226562e-05, 65.0, 1.9311904907226562e-05, 1383.6923076923076, 0.14, 6.534030199050903, 0, 1, 0.29654788970947266, 0.29654788970947266, 66, 0, 0.1, 0, 6, 0.14, 0.0, 0, -1, 89940, 0, 65.0, 0.1, 0, 0, 0, 65, 1514, 65, 326.07, 0, -1, 11, -1, -1: 34: 1674496523.8, 1674496524.8: 0: 0: 0: 0: 0: 0: 0.4753668303413181: 0.17487771338902036: 0.1748777133890202: 0.1748777428806413
127.0.0.8/5753-127.0.0.1/23: 0.0077533721923828125, -1, -1, 0, 192, 99999, 0.00031638145446777344, 8.0, 0.00031638145446777344, 56.875, 0.0, 0.0077533721923828125, 0, 0, 0.0020895004272460938, 0.0020895004272460938, 54, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 455, 0, 8.0, 0.0, 0, 0, 0, 8, 61, 8, 2.93, 0, -1, 4, -1, -1: 35: 1674496523.8, 1674496524.8: 0: 1: 0: 0: 0: 0: 0.17473473603504827: 0.17567155510532922: 0.4748774176325333: 0.17471629122708912
127.0.0.5/5353-127.0.0.6/5353: 0, -1, -1, 0, 27, 99999, 99999, 1.0, 99999, 119.0, 0.0, 0, 0, 0, -1, -1, 119, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 119, 0, 1.0, 0.0, 0, 0, 0, 1, 119, 0, 0.0, 0, -1, 0, -1, -1: 36: 1674496523.8, 1674496524.8: 0: 0: 0: 0: 0: 0: 0.1969200311746155: 0.44427782974793295: 0.17940106954750315: 0.17940106952994836
127.0.0.1/9020-127.0.0.2/9784: 68.18809533119202, 0.17, 0.42089152336120605, 1215, 11745, 1.52587890625e-05, 1.9073486328125e-05, 435.0, 1.9073486328125e-05, 1343.9862068965517, 0.17, 83.79071068763733, 0, 0, 0.5068867206573486, 0.5068867206573486, 96, 45, 0.17, 0, 6, 0.18, 45.0, 66.0, 0.26, 584634, 0, 480.0, 0.16, 0, 2970, 0, 435, 1458, 480, 362.17, 11.799017667770386, 66, 41, 0.0, 66: 37: 1674496523.9, 1674496524.9: 0: 0: 0: 0: 0: 0: 0.4753668864164316: 0.17487770452760068: 0.17487770452756995: 0.17487770452839765
127.0.0.3/80-127.0.0.4/3167: 6.532794237136841, -1, -1, 0, 1728, 99999, 1.6689300537109375e-05, 64.0, 1.6689300537109375e-05, 1381.65625, 0.14, 6.532794237136841, 0, 1, 0.29652857780456543, 0.29652857780456543, 66, 0, 0.1, 0, 6, 0.14, 0.0, 0, -1, 88426, 0, 64.0, 0.1, 0, 0, 0, 64, 1514, 64, 328.2, 0, -1, 11, -1, -1: 38: 1674496523.9, 1674496524.9: 0: 0: 0: 0: 0: 0: 0.4753668342522648: 0.174877712770973: 0.17487771277097292: 0.17487774020578917
127.0.0.8/5753-127.0.0.1/23: 0.0055387020111083984, -1, -1, 0, 168, 99999, 0.0001404285430908203, 7.0, 0.0001404285430908203, 57.285714285714285, 0.0, 0.0055387020111083984, 0, 0, 0.0017731189727783203, 0.0017731189727783203, 54, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 401, 0, 7.0, 0.0, 0, 0, 0, 7, 61, 7, 2.91, 0, -1, 4, -1, -1: 39: 1674496523.9, 1674496524.9: 0: 1: 0: 0: 0: 0: 0.1747614532281625: 0.17554584564154124: 0.4749497572117049: 0.17474294391859138
127.0.0.1/9020-127.0.0.2/9784: 99.50112223625183, 0.23, 0.6714723110198975, 1836, 12852, 1.4781951904296875e-05, 1.8358230590820312e-05, 476.0, 1.8358230590820312e-05, 1301.7100840336134, 0.23, 132.85734748840332, 0, 0, 0.7559595108032227, 0.7559928894042969, 96, 68, 0.24, 0, 6, 0.25, 68.0, 66.0, 0.41, 619614, 0, 544.0, 0.21, 0, 4488, 0, 476, 1458, 544, 418.74, 27.60882592201233, 66, 60, 0.0, 66: 40: 1674496524.1, 1674496525.1: 0: 0: 0: 0: 0: 0: 0.4753668864186713: 0.17487770452710952: 0.17487770452710952: 0.17487770452710974
127.0.0.3/80-127.0.0.4/3167: 6.531742811203003, -1, -1, 0, 1701, 99999, 1.5735626220703125e-05, 63.0, 1.5735626220703125e-05, 1379.5555555555557, 0.14, 6.531742811203003, 0, 1, 0.2965118885040283, 0.2965118885040283, 66, 0, 0.1, 0, 6, 0.14, 0.0, 0, -1, 86912, 0, 63.0, 0.1, 0, 0, 0, 63, 1514, 63, 330.36, 0, -1, 11, -1, -1: 41: 1674496524.1, 1674496525.1: 0: 0: 0: 0: 0: 0: 0.47536683790919004: 0.17487771219306877: 0.1748777121930687: 0.17487773770467258
127.0.0.8/5753-127.0.0.1/23: 0.6945102214813232, -1, -1, 0, 216, 99999, 1.6927719116210938e-05, 9.0, 1.6927719116210938e-05, 56.44444444444444, 0.11, 0.6945102214813232, 0, 0, 0.23052692413330078, 0.23052692413330078, 54, 0, 0.08, 0, 6, 0.11, 0.0, 0, -1, 508, 0, 9.0, 0.08, 0, 0, 0, 9, 60, 9, 2.75, 0, -1, 4, -1, -1: 42: 1674496524.1, 1674496525.1: 0: 1: 0: 0: 0: 0: 0.16597422281918345: 0.21689262726601294: 0.45115921659531005: 0.16597393331949356
127.0.0.49/2887-127.0.0.1/9999: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 43: 1674496524.1, 1674496525.1: 0: 0: 1: 0: 0: 0: 0.13522897791037727: 0.13837874661578875: 0.3588024974081256: 0.3675897780657085
127.0.0.49/2887-127.0.0.1/2106: 3.218650817871094e-05, -1, -1, 0, 50, 99999, 3.218650817871094e-05, 2.0, 3.218650817871094e-05, 58.0, 0.0, 3.218650817871094e-05, 2, 0, 3.218650817871094e-05, 3.218650817871094e-05, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 116, 0, 2.0, 0.0, 0, 0, 0, 2, 58, 0, 0.0, 0, -1, 0, -1, -1: 44: 1674496524.1, 1674496525.1: 0: 0: 1: 0: 0: 0: 0.17403848546389217: 0.17404765171121184: 0.1788282103358642: 0.4730856524890318
